"";"Straﬂe";"PLZ";"District";"SubDistrict"
"L";"Liliencronstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"L";"Lˆrracher Straﬂe";"12247";"Steglitz-Zehlendorf";"Steglitz"
"L";"Lothar-Bucher-Straﬂe";"12157";"Steglitz-Zehlendorf";"Steglitz"
"L";"Ludwigsburger Weg";"12247";"Steglitz-Zehlendorf";"Steglitz"
"L";"Lutherstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"M";"Markelstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"M";"Markusplatz";"12167";"Steglitz-Zehlendorf";"Steglitz"
"M";"Martinstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"M";"Maﬂmannstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"M";"Maulbronner Ufer";"12247";"Steglitz-Zehlendorf";"Steglitz"
"M";"Menckenstraﬂe";"12169, 12157";"Steglitz-Zehlendorf";"Steglitz"
"M";"Mergentheimer Straﬂe";"12247";"Steglitz-Zehlendorf";"Steglitz"
"M";"Mittelstraﬂe";"12165, 12167";"Steglitz-Zehlendorf";"Steglitz"
"M";"Munsterdamm";"12169";"Steglitz-Zehlendorf";"Steglitz"
"M";"Muthesiusstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"N";"Neckarsulmer Straﬂe";"12247";"Steglitz-Zehlendorf";"Steglitz"
"N";"Neue Filandastraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"O";"Oberlinstraﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"O";"Oehlertplatz";"12169";"Steglitz-Zehlendorf";"Steglitz"
"O";"Oehlertring";"12169";"Steglitz-Zehlendorf";"Steglitz"
"O";"Opitzstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"O";"Orleansstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"P";"Paul-Henckels-Platz";"12165";"Steglitz-Zehlendorf";"Steglitz"
"P";"Paul-Schwarz-Promenade";"12203";"Steglitz-Zehlendorf";"Steglitz"
"P";"Paulsenstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"P";"Peschkestraﬂe";"12161";"Steglitz-Zehlendorf";"Steglitz"
"P";"Plantagenstraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"P";"Poschingerstraﬂe";"12157";"Steglitz-Zehlendorf";"Steglitz"
"P";"Presselstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"R";"Reutlinger Straﬂe";"12247";"Steglitz-Zehlendorf";"Steglitz"
"R";"Rezonvillestraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"R";"Rheinstraﬂe";"12159, 12161";"Steglitz-Zehlendorf";"Steglitz"
"R";"Robert-L¸ck-Straﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"R";"Rˆsnerstraﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"R";"Rothenburgstraﬂe";"12163, 12165";"Steglitz-Zehlendorf";"Steglitz"
"R";"Rottweiler Straﬂe";"12247";"Steglitz-Zehlendorf";"Steglitz"
"R";"R¸ckertstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"R";"Rugestraﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"S";"Saarstraﬂe";"12161";"Steglitz-Zehlendorf";"Steglitz"
"S";"Sachsenwaldstraﬂe";"12157";"Steglitz-Zehlendorf";"Steglitz"
"S";"Schalloppstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"S";"Schildhornstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"S";"Schloﬂstraﬂe";"12163, 12165";"Steglitz-Zehlendorf";"Steglitz"
"S";"Schmidt-Ott-Straﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"S";"Schˆneberger Straﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"S";"Schˆnhauser Straﬂe";"12157, 12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Schorlemerallee";"14195";"Steglitz-Zehlendorf";"Steglitz"
"S";"Sch¸nemannweg";"12247";"Steglitz-Zehlendorf";"Steglitz"
"S";"Sch¸tzenstraﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"S";"Sedanstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"S";"Selerweg";"12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Sembritzkistraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Siemensbr¸cke";"12247";"Steglitz-Zehlendorf";"Steglitz"
"S";"Siemensstraﬂe";"12247";"Steglitz-Zehlendorf";"Steglitz"
"S";"Sohnreystraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Spinozastraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"S";"Stadtpark";"12167";"Steglitz-Zehlendorf";"Steglitz"
"S";"Steglitzer Damm";"12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Steglitzer-Damm-Br¸cke";"12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Steinstraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Stephanstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"S";"Stindestraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"S";"Stirnerstraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"S";"Suchlandstraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"S";"S¸dendstraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"T";"Telramundweg";"12167";"Steglitz-Zehlendorf";"Steglitz"
"T";"Thorwaldsenstraﬂe";"12157";"Steglitz-Zehlendorf";"Steglitz"
"T";"Treitschkestraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"T";"Tuttlinger Weg";"12247";"Steglitz-Zehlendorf";"Steglitz"
"U";"Unter den R¸stern";"12167";"Steglitz-Zehlendorf";"Steglitz"
"V";"Vereinsweg";"12167";"Steglitz-Zehlendorf";"Steglitz"
"V";"Vionvillestraﬂe";"12167";"Steglitz-Zehlendorf";"Steglitz"
"W";"Waetzoldtstraﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"W";"Walsroder Straﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"W";"Westtangente";"12165, 10829";"Steglitz-Zehlendorf";"Steglitz"
"W";"Weverpromenade";"12167";"Steglitz-Zehlendorf";"Steglitz"
"W";"Wilseder Straﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"W";"Wolfensteindamm";"12165";"Steglitz-Zehlendorf";"Steglitz"
"W";"Worpsweder Straﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"W";"Wrangelstraﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"W";"Wulffstraﬂe";"12165";"Steglitz-Zehlendorf";"Steglitz"
"W";"Wuthenowstraﬂe";"12169";"Steglitz-Zehlendorf";"Steglitz"
"Z";"Zeunepromenade";"12203";"Steglitz-Zehlendorf";"Steglitz"
"Z";"Zimmermannstraﬂe";"12163";"Steglitz-Zehlendorf";"Steglitz"
"A";"Albrechts Teerofen";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Alsenbr¸cke";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Alsenstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Birkenh¸gel";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Bˆttcherberg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Groﬂen Wannsee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Heidesaum";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Kleinen Anger";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Kleinen Wannsee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Landeplatz";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Lˆwentor";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Sandwerder";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Waldrand";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Am Wildgatter";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"An der Obstwiese";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Arnold-Knoblauch-Ring";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"B‰kestraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"Bergstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"Bergst¸cker Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"Bernhard-Beyer-Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"Bismarckstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"Bˆckmannbr¸cke";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"Braschzeile";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"Brunnenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"B";"B¸rgermeister-Stiewe-Weg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"C";"Charlottenstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"C";"Chausseestraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"C";"Colomierstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"C";"Conradstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"D";"Dachsweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"D";"Damsdorfer Weg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"D";"Don-Bosco-Steig";"14109";"Steglitz-Zehlendorf";"Wannsee"
"D";"Dorotheenstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"E";"Emil-Fischer-Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"E";"Endestraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"F";"Feuerwehrweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"F";"Fintelmannstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"F";"Friedenstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Glienicker Br¸cke";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Glienicker Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Golfweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Grassoweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Griebnitzsee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Griebnitzsee-Promenade";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Griebnitzseekanal";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Gr¸ner Weg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"G";"Gustav-Hartmann-Platz";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"H‰nsel-Gretel-Steig";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Hahn-Meitner-Platz";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Haveleck";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Heckeshorn";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Heidestraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Hempst¸cken";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Hermannstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Herwarthstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Heuweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Hohenzollernstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Hubertusbr¸cke";"14109";"Steglitz-Zehlendorf";"Wannsee"
"H";"Hugo-Vogel-Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"J";"Johannes-Niemeyer-Weg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"J";"Jungfernsee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"K‰lberwerder";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"K‰tchenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kaiserstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kleiner Wannsee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kneippweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Koblanckstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kˆnigstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kˆnigsweg";"14163, 14129, 14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kohlhasenbr¸cker Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kolonie BLW - Unterbezirk Kohlhasenbr¸ck Gruppe B‰kestraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kolonie BLW - Unterbezirk Kohlhasenbr¸ck Gruppe Stammbaum";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kolonie BLW - Unterbezirk Lichterfelde-West Gruppe Wannsee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kornaue";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kremnitzufer";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kronprinzessinnenweg";"14109, 14129";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kurf¸rstenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"K";"Kyllmannstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"L";"Lange St¸cken";"14109";"Steglitz-Zehlendorf";"Wannsee"
"L";"Lindenstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"M";"Machnower Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"M";"Malergarten";"14109";"Steglitz-Zehlendorf";"Wannsee"
"M";"Martin-Heydert-Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"M";"Max-Liebermann-Allee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"M";"Mˆwenstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"M";"Moorlake";"14109";"Steglitz-Zehlendorf";"Wannsee"
"M";"Moorlakeweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"N";"Nathanbr¸cke";"14109";"Steglitz-Zehlendorf";"Wannsee"
"N";"Neue Kreisstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"N";"Nibelungenstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"N";"Nikolskoe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"N";"Nikolskoer Weg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"O";"Otto-Erich-Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"P";"Pardemannstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"P";"Petzower Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"P";"Pfaueninsel";"14109";"Steglitz-Zehlendorf";"Wannsee"
"P";"Pfaueninselchaussee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"P";"Philipp-Franck-Weg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"P";"Pohlesee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"P";"Prinz-Friedrich-Leopold-Kanal";"14109";"Steglitz-Zehlendorf";"Wannsee"
"R";"Rehweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"R";"Reichsbahnstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"R";"Roedenbecksteig";"14109";"Steglitz-Zehlendorf";"Wannsee"
"R";"Ronnebypromenade";"14109";"Steglitz-Zehlendorf";"Wannsee"
"R";"Rote-Kreuz-Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"R";"Rotk‰ppchenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Sangebuchtweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Sauerbruchstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Scabellstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Sch‰ferberg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Sch‰ferstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Schneewittchenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Schuchardtweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Schulstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Seglerweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Seylerstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Sieben-Raben-Weg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Sommerfieldring";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Stahnsdorfer Damm";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Stahnsdorfer Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Steinstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Stimmingstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Stˆlpchensee";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Stˆlpchenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Straﬂe zum Lˆwen";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Stubenrauchstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"S";"Stutterichstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"T";"Teerofenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"T";"Teltower Straﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"T";"Teufelsbr¸cke";"14109";"Steglitz-Zehlendorf";"Wannsee"
"T";"Tillmannsweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"U";"Ulricistraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"V";"Via Tilia";"14109";"Steglitz-Zehlendorf";"Wannsee"
"W";"Wannseebr¸cke";"14109";"Steglitz-Zehlendorf";"Wannsee"
"W";"Wassernixenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"W";"Wernerstraﬂe";"14109";"Steglitz-Zehlendorf";"Wannsee"
"W";"Wickenhagenweg";"14109";"Steglitz-Zehlendorf";"Wannsee"
"W";"Wilhelmplatz";"14109";"Steglitz-Zehlendorf";"Wannsee"
"Z";"Zum Heckeshorn";"14109";"Steglitz-Zehlendorf";"Wannsee"
"A";"Adolfstraﬂe";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Ahornstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Ahrenshooper Zeile";"14129";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Albertinenstraﬂe";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Alfred-Grenander-Platz";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Alsbacher Weg";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Alt-Schˆnow";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Altkanzlerstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Altkanzlerstraﬂenbr¸cke";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Birkenknick";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Fischtal";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Fuchspaﬂ";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Gutshof";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Hegewinkel";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Heidehof";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Lappjagen";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Rehwechsel";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Schlachtensee";"14163, 14129";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Schweizerhof";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Vierling";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Vierst¸ckenpfuhl";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Weiﬂen Steg";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Am Wieselbau";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"AndrÈezeile";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Anhaltinerstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Argentinische Allee";"14163, 14169";"Steglitz-Zehlendorf";"Zehlendorf"
"A";"Auerhahnbalz";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Beerenstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Beeskowdamm";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bergengruenstraﬂe";"14129, 14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bergmannstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Berlepschstraﬂe";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Berliner Straﬂe";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bertholdstraﬂe";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Beuckestraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Biesalskistraﬂe";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Biesestraﬂe";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bischweilerstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bismarckstraﬂe";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bl¸cherstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Blumenthalstraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bogenstraﬂe";"14169";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bogotastraﬂe";"14163";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Bolchener Straﬂe";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Breisgauer Straﬂe";"14129";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Breitensteinweg";"14165";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Brettnacher Straﬂe";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
"B";"Brittendorfer Weg";"14167";"Steglitz-Zehlendorf";"Zehlendorf"
